year,periodenddate,institutionid,tcprimarysectorid,Absolute_GHG_Scope1,Absolute_GHG_Scope2,Scope2_Disclosure,Absolute_GHG_Scope3_Up,Absolute_GHG_Scope3_Down,di_319404,Intensity_GHG_Scope1,Intensity_GHG_Scope2,Intensity_GHG_Scope3_Down,Intensity_GHG_Scope3_Up,di_319407.1,di_319409.1,di_326738.1,Scope3_Disclosure,Alignment_Gap_2C,Alignment_Gap_WB_2C,Alignment_Gap_4C,Alignment_Gap_3C,Alignment_Gap_4C,WB_2C_Aligned_Intensity_Adjusted_Profit,WB_2C_Aligned_Emissions,2C_Aligned_Emissions,2C_Aligned_Intensity_Adjusted_Profit,reportedcurrencyisocode,periodemissionid,emissionyear,dltt,datadate,seq,cheb,chee,ebit,conm,sich,naicsh,GROSS_PROFIT_MARGIN_5_YR_AVG,OPERATING_PROFIT_MARGIN_5_YR_AVG,GROSS_PROFIT_MARGIN,OPERATING_PROFIT_MARGIN,FISCAL_PERIOD_END_DATE,CUSIP,periodid,baseyear,horizonyear,basehorizonyear,forwardlookingdsname,methodologyname,alignmenttypename,yearfounded,ticker,country,gvkey,companyname
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,9.744558,50590.78204,59385.44908,11.438545,USD,8B99EBDF-34ED-4074-923E-A3AE3F3EBEDF,2016,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,6.304633,35236.13596,51497.26419,9.214159,USD,92408E71-69A3-4717-BB32-1B43E058BDC4,2022,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,10.478019,51900.1559,58529.54547,11.816413,USD,9BFFA89D-5C84-4466-BA71-828E66E6DB3A,2015,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,4.079036,28858.23537,50327.03912,7.113595,USD,C2518DFE-9603-4CB5-A099-ED274A29A593,2028,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,8.428068,48277.51911,61398.52282,10.718673,USD,CDDC1C40-8552-4257-A5AF-4BBA654D042A,2018,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,12.114717,62346.06661,64894.99783,12.61001,USD,D10A0F8B-FBA0-4843-8D39-9D2274DF35E8,2013,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,4.716194,30844.37254,50714.12921,7.754337,USD,E02C33DC-73B4-4F55-B463-5C468B01FE14,2026,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,5.863309,34082.79425,51300.35393,8.825269,USD,F3586101-2786-45B0-A49B-66A3D5296906,2023,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2020,2020-03-31,113835,523000,2504.22,44339.961,Estimate used instead of disclosure - data does not cover global operations,175209.519,2049.928416,0.4051569096,0.405,7.174,0.3316572274,28.347,0.405,28.347,0.3316572274,Exact Value from CDP,-532362.2678,-265070.5785,-772135.4024,-715141.1513,-811175.373,3.527958,26999.98996,49942.9036,6.525798,USD,FCA4F556-A67B-4102-BAF2-A9E8E8F3C992,2030,2562498,2020-03-31,1342696,,,254078,DAIWA SECURITIES GROUP INC,6211,523120,,10.29422,,,2000-09-30,,DB7C0A55-DCF5-4E8A-B5E4-359EF6D355F9,2012,2030,2012 - 2030,Company target,GEVA,<1.5°C,1902,8601,Japan,15483,Daiwa Securities Group Inc.
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,4.665,8313.799,8313.799,4.665,USD,09FBF1AA-F4C3-4992-9EE2-C1CB3000D95F,2012,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,2.258,6256.751,9144.18,3.3,USD,1F8D4413-960F-47C5-8BD1-8604074363E8,2022,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,2.61,6664.223,9182.625,3.597,USD,20BDDC41-49CD-466E-8FB4-398CAD793AD8,2020,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,2.807,6877.805,9104.687,3.716,USD,361B1762-DD64-4774-B1BE-6D8C7876B94F,2019,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,3.018,7098.232,9027.41,3.838,USD,832C46E8-8E62-4387-B728-EED89DEA2CDA,2018,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,1.816,5691.778,9086.815,2.899,USD,8D3539A0-8E07-4D8A-B5E6-387FFAB56D50,2025,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,4.338,9560.309,9951.169,4.516,USD,9DD95ED1-22E7-41AE-910F-667730901743,2013,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,3.245,8072.738,9863.514,3.965,USD,A7B0DA01-B586-4266-8588-E98E0807B1B9,2017,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,2.428,6457.274,9163.382,3.445,USD,B0926525-98D6-4310-9261-6C6E88E2B572,2021,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,3.752,8405.881,9479.594,4.231,USD,BE706D24-9D7C-4EBE-A0DB-6AECEC40C9EA,2015,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,4.035,8864.963,9604.643,4.371,USD,DD3C295F-5523-4D5D-B64E-F6DC1047E742,2014,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,2.1,6062.456,9125.018,3.16,USD,DD6FC5A5-BB25-4895-817D-F4D387D929A3,2023,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,1.953,5874.193,9105.896,3.027,USD,DF2E626A-F04E-48F8-B1CB-655D49D25D13,2024,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2018,2018-12-31,113851,525000,620.9247,5092,Exact Value from CDP,128232.129,2150.369456,0.177272644,0.177272644,1.453754864,0.6139257771,36.60999239,0.177272644,36.60999239,0.6139257771,Estimate derived from production data,-40479.922,-13310.5,-61694.999,-56782.294,-64638.494,3.49,7001.245,8218.337,4.096,USD,E3532E71-95D0-4EC3-91A4-9BEE6BB61D25,2016,,2018-12-31,3618.5,,,731.6,SCHRODERS PLC,6282,523920,,,,,2012-09-30,,683DD7DA-23EB-4497-B274-C004900A3653,2012,2025,2012 - 2025,Sub-Industry trend,GEVA,<1.5°C,1804,SDR,United Kingdom,15638,Schroders plc
2020,2020-12-31,4000991,52A000,7324.232,4675.025,Estimate based on partial data disclosure in Environmental/CSR,140309.292,32362013,1.145095393,1.145,0.731,5059.587408,21.936,1.145,21.936,5059.587408,Exact Value from CDP,-132212.5127,-41209.97623,-210909.4828,-192521.0316,-223879.4923,2.575421,15281.71434,20015.86409,3.373266,USD,0D6368D6-9EDC-45E8-B88E-6C91426BD6B6,2021,54442,2020-12-31,20989,,,2548,ABN AMRO BANK NV,6020,522110,,,,,1998-12-31,937102,A86A1096-E58C-4EFB-8281-03946D53E93A,2014,2030,2014 - 2030,Sub-Industry trend,GEVA,<1.5°C,2009,ABN,Netherlands,320764,ABN AMRO Bank N.V.
2020,2020-12-31,4000991,52A000,7324.232,4675.025,Estimate based on partial data disclosure in Environmental/CSR,140309.292,32362013,1.145095393,1.145,0.731,5059.587408,21.936,1.145,21.936,5059.587408,Exact Value from CDP,-132212.5127,-41209.97623,-210909.4828,-192521.0316,-223879.4923,2.575421,15281.71434,20015.86409,3.373266,USD,0D6368D6-9EDC-45E8-B88E-6C91426BD6B6,2021,54442,2020-12-31,20989,,,2548,ABN AMRO BANK NV,6020,522110,,,,,1998-12-31,937102,A86A1096-E58C-4EFB-8281-03946D53E93A,2014,2030,2014 - 2030,Sub-Industry trend,GEVA,<1.5°C,2009,ABN,Netherlands,320764,"ABN AMRO Group N.V., Asset Management Arm"
2020,2020-12-31,4000991,52A000,7324.232,4675.025,Estimate based on partial data disclosure in Environmental/CSR,140309.292,32362013,1.145095393,1.145,0.731,5059.587408,21.936,1.145,21.936,5059.587408,Exact Value from CDP,-132212.5127,-41209.97623,-210909.4828,-192521.0316,-223879.4923,4.280235,33080.20512,33080.207,4.280235,USD,422A790C-CD73-4379-A600-8D3127D278CA,2014,54442,2020-12-31,20989,,,2548,ABN AMRO BANK NV,6020,522110,,,,,1998-12-31,937102,A86A1096-E58C-4EFB-8281-03946D53E93A,2014,2030,2014 - 2030,Sub-Industry trend,GEVA,<1.5°C,2009,ABN,Netherlands,320764,ABN AMRO Bank N.V.
2020,2020-12-31,4000991,52A000,7324.232,4675.025,Estimate based on partial data disclosure in Environmental/CSR,140309.292,32362013,1.145095393,1.145,0.731,5059.587408,21.936,1.145,21.936,5059.587408,Exact Value from CDP,-132212.5127,-41209.97623,-210909.4828,-192521.0316,-223879.4923,4.280235,33080.20512,33080.207,4.280235,USD,422A790C-CD73-4379-A600-8D3127D278CA,2014,54442,2020-12-31,20989,,,2548,ABN AMRO BANK NV,6020,522110,,,,,1998-12-31,937102,A86A1096-E58C-4EFB-8281-03946D53E93A,2014,2030,2014 - 2030,Sub-Industry trend,GEVA,<1.5°C,2009,ABN,Netherlands,320764,"ABN AMRO Group N.V., Asset Management Arm"
2020,2020-12-31,4000991,52A000,7324.232,4675.025,Estimate based on partial data disclosure in Environmental/CSR,140309.292,32362013,1.145095393,1.145,0.731,5059.587408,21.936,1.145,21.936,5059.587408,Exact Value from CDP,-132212.5127,-41209.97623,-210909.4828,-192521.0316,-223879.4923,3.980619,31572.88677,32863.69983,4.143361,USD,47F35BD9-0B62-4C85-A6AA-62567E3B34AD,2015,54442,2020-12-31,20989,,,2548,ABN AMRO BANK NV,6020,522110,,,,,1998-12-31,937102,A86A1096-E58C-4EFB-8281-03946D53E93A,2014,2030,2014 - 2030,Sub-Industry trend,GEVA,<1.5°C,2009,ABN,Netherlands,320764,ABN AMRO Bank N.V.
